"β"	"beta"
"かえす"	"hatch"
"かえす"	"incubate"
"かえす"	"mix"
"かえって"	"all the more"
"かえって"	"instead"
"かえって"	"on the contrary"
"かえって"	"rather"
"かえる"	"change"
"かえる"	"leave"
"かえる"	"return"
"かえる"	"sidestep"
"かえる"	"substitute"
"かえる"	"switch"
"かおり"	"Kari"
"かおり"	"fragrance"
"かおり"	"kari"
"かおり"	"scent"
"かおり"	"smell"
"かかえこむ"	"embrace"
"かかり"	"expense"
"かかる"	"arrive"
"かかる"	"at"
"かかる"	"attend"
"かかる"	"cover"
"かかる"	"handle"
"かかる"	"hang"
"かかる"	"overlap"
"かかる"	"start"
"かかる"	"take"
"かかわり"	"connection"
"かかわり"	"relation"
"かかん"	"corolla"
"かかん"	"wreath"
"かがめる"	"bend"
"かがめる"	"stoop"
"かきくれる"	"sad"
"かきたてる"	"detail"
"かきたてる"	"list"
"かきむしる"	"pluck"
"かき回す"	"churn"
"かき回す"	"disturb"
"かき回す"	"ransack"
"かき消す"	"erase"
"かき混ぜる"	"churn"
"かき混ぜる"	"mix"
"かき混ぜる"	"scramble"
"かき混ぜる"	"stir"
"かき立てる"	"arouse"
"かぎ" "爪"	"claw"
"かぎ" "爪"	"talon"
"かくかく"	"bright"
"かくかく"	"brilliant"
"かくかく"	"glorious"
"かくす"	"divide"
"かくす"	"draw"
"かくす"	"mark"
"かくす"	"plan"
"かぐわしい"	"aromatic"
"かぐわしい"	"fragrant"
"かぐわしい"	"sweet"
"かけら"	"fragment"
"かけら"	"splinter"
"かける"	"advance"
"かける"	"dash"
"かける"	"fly"
"かける"	"futility"
"かける"	"gallop"
"かける"	"impossibility"
"かける"	"run"
"かけ離れる"	"remote"
"かげり"	"gloom"
"かげり"	"shade"
"かげる"	"darken"
"かげろう"	"dragonfly"
"かさ" "高"	"bulky"
"かさ" "高"	"unwieldy"
"かさ" "高い"	"bulky"
"かさ" "高い"	"unwieldy"
"かさかさ"	"dry"
"かさかさ"	"rustle"
"かさかさ" "鳴る"	"rustle"
"かさぶた"	"crust"
"かさむ"	"increase"
"かしげる"	"incline"
"かしげる"	"lean"
"かしげる"	"slant"
"かしげる"	"tilt"
"かしこい"	"clever"
"かしこい"	"smart"
"かしこい"	"wise"
"かしわ"	"oak"
"かじとり"	"guidance"
"かじ取り"	"guidance"
"かすか"	"dim"
"かすか"	"faint"
"かすか"	"hazy"
"かすか"	"indistinct"
"かすか"	"poor"
"かすか"	"weak"
"かすか"	"wretched"
"かすり傷"	"graze"
"かすり傷"	"scratch"
"かする"	"exploit"
"かする"	"graze"
"かする"	"span"
"かする"	"squeeze"
"かたい"	"mistake"
"かたい"	"negligence"
"かたち"	"deformity"
"かたどる"	"imitate"
"かたどる"	"represent"
"かたどる"	"symbolise"
"かちかち"	"obstinate"
"かち合う"	"clash"
"かっきり"	"exactly"
"かっきり"	"just"
"かっきり"	"precisely"
"かっきり"	"punctually"
"かっこ"	"firm"
"かっこ"	"resolute"
"かっこ" "好い"	"attractive"
"かっこ" "好い"	"cool"
"かっこ" "好い"	"stylish"
"かっこ" "悪い"	"ugly"
"かっこ" "悪い"	"unattractive"
"かっこ" "悪い"	"uncool"
"かっこう"	"appearance"
"かっこう"	"form"
"かっこう"	"manner"
"かっこう"	"posture"
"かっこう"	"shape"
"かっこう"	"suitability"
"かっちり"	"exactly"
"かっちり"	"tightly"
"かっ飛ばす"	"slam"
"かつて"	"before"
"かつて"	"ever"
"かつて"	"former"
"かつて"	"formerly"
"かつて"	"never"
"かつて"	"once"
"かなしい"	"alas"
"かなめ"	"kame"
"かなり"	"considerably"
"かなり"	"fairly"
"かなり"	"quite"
"かぼちゃ"	"squash"
"かまける"	"occupied"
"かます"	"addition"
"かます"	"increase"
"かみしめる"	"digest"
"かみ殺す"	"chew"
"かみ殺す"	"digest"
"かむ"	"blow"
"かも"	"may"
"かも"	"might"
"かも"	"perhaps"
"かも"	"possibly"
"かもす"	"brew"
"かもす"	"cause"
"かもす"	"distill"
"かもめ"	"seagull"
"かよう"	"available"
"から"	"after"
"から"	"because"
"から"	"from"
"から"	"out of"
"から"	"out" "of"
"から"	"since"
"から"	"through"
"からきし"	"at all"
"からきし"	"at" "all"
"からきし"	"completely"
"からきし"	"quite"
"からきし"	"utterly"
"からくり" "人形"	"puppet"
"からし"	"mustard"
"からし"	"shin"
"からす"	"exhaust"
"からす" "麦"	"oat"
"からだ"	"body"
"からだ"	"health"
"からっきし"	"at all"
"からっきし"	"at" "all"
"からっきし"	"completely"
"からっきし"	"quite"
"からっきし"	"utterly"
"からむ"	"column"
"からめる"	"arrest"
"からめる"	"coordinate"
"かりかり"	"annoyed"
"かりかり"	"crisp"
"かるがる"	"carelessly"
"かるがる"	"easily"
"かるがる"	"lightly"
"かれ" "草"	"hay"
"かれい"	"beauty"
"かわうそ"	"otter"
"かわす"	"avoid"
"かわす"	"cross"
"かわす"	"dodge"
"かわす"	"evade"
"かわす"	"exchange"
"かわす"	"intersect"
"かわす"	"sidestep"
"かわる"	"convert"
"かわる"	"exchange"
"かわる"	"relieve"
"かわる"	"reverse"
"かわるがわる"	"alternately"
"かん"	"chime"
"かん" "体"	"rod"
"かんかん"	"anger"
"かんがい"	"irrigation"
"かんがみる"	"heed"
"かんがみる"	"in view of"
"かんしゃく玉"	"rage"
"かんしゃく玉"	"temper"
"かんじん"	"crucial"
"かんじん"	"essential"
"かんじん"	"fundamental"
"かんじん"	"main"
"かんじん"	"vital"
"かん木"	"bush"
"かん木"	"shrub"
"かん高い"	"shrill"
"か弱い"	"feeble"
"か弱い"	"frail"
"か所"	"part"
"か所"	"passage"
"か所"	"place"
"か所"	"point"
"か細い"	"delicate"
"か細い"	"feeble"
"か細い"	"fragile"
"か細い"	"skinny"
"か細い"	"thin"
"が"	"and"
"が"	"but"
"が"	"however"
"が"	"still"
"がさつ"	"coarse"
"がさつ"	"crude"
"がさつ"	"insensitive"
"がさつ"	"rough"
"がさつ"	"rude"
"がたがた"	"clatter"
"がたがた"	"rattle"
"がたつく"	"bumpy"
"がたつく"	"rattle"
"がたつく"	"shaky"
"がたつく"	"unsteady"
"がちゃがちゃ"	"clatter"
"がちゃ目"	"squint"
"がっしり"	"firmly"
"がっしり"	"solidly"
"がっしり"	"tough"
"がっちり"	"shrewd"
"がっちり"	"tightly"
"がっぷり"	"firmly"
"がなる"	"shout"
"がなる"	"yell"
"がぶりと"	"emphatically"
"がぶ飲み"	"gulp"
"がぶ飲み"	"swig"
"がまん強い"	"patient"
"がみがみ"	"nagging"
"がむしゃら"	"reckless"
"がめつい"	"greedy"
"がめつい"	"predatory"
"がらがら"	"bare"
"がらがら"	"empty"
"がらがら"	"gravelly"
"がらがら"	"rattle"
"がらがら"	"uninhabited"
"がらがら"	"unoccupied"
"がらがら"	"vacant"
"がらり"	"completely"
"がらり"	"entirely"
"がらり"	"suddenly"
"がらりと"	"completely"
"がらりと"	"entirely"
"がらりと"	"suddenly"
"がり" "勉"	"grind"
"がりがり"	"desperately"
"がる"	"feel"
"がん"	"difficult"
"がん"	"hard"
"がん"	"severe"
"がん"	"thud"
"がん"	"thump"
"がん" "首"	"head"
"がん" "首"	"neck"
"がんがん"	"headache"
"がんがん"	"intense"
"がんじがらめ"	"immobile"
"きしる"	"creak"
"きしる"	"squeak"
"きする"	"expect"
"きたす"	"cause"
"きたす"	"induce"
"きたす"	"produce"
"きたない"	"dirty"
"きたない"	"filthy"
"きたん"	"modesty"
"きたん"	"reserve"
"きちきち"	"correctly"
"きちきち"	"precisely"
"きちっと"	"exactly"
"きちっと"	"perfectly"
"きちんと"	"accurately"
"きちんと"	"neatly"
"きちんと"	"precisely"
"きっかけ"	"chance"
"きっかけ"	"cue"
"きっかけ"	"excuse"
"きっかけ"	"impetus"
"きっかけ"	"motive"
"きっかけ"	"occasion"
"きっかけ"	"start"
"きっかり"	"exactly"
"きっかり"	"precisely"
"きっこう"	"competition"
"きっちり"	"closely"
"きっちり"	"precisely"
"きっちり"	"punctually"
"きっちり"	"tightly"
"きっぱり"	"clearly"
"きっぱり"	"distinctly"
"きっぱり"	"plainly"
"きっぱりと"	"clearly"
"きっぱりと"	"distinctly"
"きっぱりと"	"plainly"
"きっぷ"	"character"
"きっぷ"	"disposition"
"きっぷ"	"spirit"
"きつい"	"close"
"きつい"	"determined"
"きつい"	"formidable"
"きつい"	"hard"
"きつい"	"intense"
"きつい"	"severe"
"きつい"	"strong"
"きつい"	"tight"
"きてれつ"	"odd"
"きてれつ"	"queer"
"きな臭い"	"suspicious"
"きのう"	"induction"
"きびきび"	"brisk"
"きびきび"	"energetic"
"きびきび"	"lively"
"きびしい"	"austere"
"きびしい"	"grave"
"きびしい"	"intense"
"きびしい"	"majestic"
"きびしい"	"rigid"
"きびしい"	"severe"
"きびしい"	"solemn"
"きびしい"	"stern"
"きびしい"	"strict"
"きまじめ"	"honesty"
"きまじめ"	"sincerity"
"きまり" "文句"	"formula"
"きゃしゃ"	"delicate"
"きゃしゃ"	"gorgeous"
"きゃしゃ"	"luxury"
"きゃしゃ"	"pomp"
"きゃしゃ"	"slender"
"きょう"	"cooperation"
"きょう"	"hinduism"
"きょう"	"insanity"
"きょう"	"lunacy"
"きょう"	"madness"
"きょう"	"muscular"
"きょう"	"renunciation"
"きょう"	"robust"
"きょう"	"strong"
"きょう"	"sturdy"
"きょう" "体"	"cabinet"
"きょう" "体"	"case"
"きょう" "体"	"component"
"きょう" "体"	"housing"
"きょう" "体"	"unit"
"きらい"	"mine"
"きらきら"	"glisten"
"きらきら"	"glitter"
"きらきら"	"sparkle"
"きらきら"	"twinkle"
"きらめき"	"glimmer"
"きらめき"	"glitter"
"きらめき"	"sparkle"
"きらめき"	"twinkle"
"きらめく"	"glare"
"きらめく"	"gleam"
"きらめく"	"glisten"
"きらめく"	"glitter"
"きらめく"	"sparkle"
"きらめく"	"twinkle"
"きりきり"	"at once"
"きりきり"	"at" "once"
"きりきり"	"quickly"
"きりきり"	"right away"
"きりきり"	"right" "away"
"きりぎりす"	"cricket"
"きわまる"	"terminate"
"きんきらきん"	"showy"
"き損"	"damage"
"き損"	"injury"
"き損"	"waste"
"ぎくしゃく"	"strain"
"ぎくり"	"start"
"ぎくり"	"startled"
"ぎこちない"	"awkward"
"ぎこちない"	"clumsy"
"ぎこちない"	"crude"
"ぎこちない"	"stiff"
"ぎごちない"	"awkward"
"ぎごちない"	"clumsy"
"ぎごちない"	"crude"
"ぎごちない"	"stiff"
"ぎざぎざ"	"jagged"
"ぎしぎし"	"creak"
"ぎしぎし"	"squeak"
"ぎっしり"	"fully"
"ぎっしり"	"tightly"
"ぎゃあぎゃあ"	"scream"
"ぎゅっと"	"hard"
"ぎゅっと"	"tight"
"ぎょうさん"	"abundance"
"ぎょうさん"	"plenty"
"ぎらぎら"	"dazzle"
"ぎらぎら"	"glare"
"ぎらぎら"	"glitter"
"くいとめる"	"check"
"くぐり抜ける"	"escape"
"くぐり抜ける"	"evade"
"くさり"	"corruption"
"くさり"	"decay"
"くじら" "座"	"whale"
"くじ引き"	"lottery"
"くすくす"	"chuckle"
"くすくす"	"giggle"
"くすくす" "笑う"	"giggle"
"くすぐったい"	"embarrassing"
"くすねる"	"pilfer"
"くすねる"	"swipe"
"くすむ"	"darken"
"くすむ"	"dull"
"くすむ"	"quiet"
"くず" "物"	"garbage"
"くず" "物"	"junk"
"くず" "物"	"trash"
"くずす"	"crush"
"くずす"	"flatten"
"くたくた"	"exhausted"
"くたくた"	"tired"
"くたばる"	"die"
"くたばる"	"drop dead"
"くたばる"	"drop" "dead"
"くたばる"	"exhausted"
"くだす"	"lower"
"くだす"	"make"
"くだす"	"pass"
"くだらない"	"stupid"
"くだらない"	"trivial"
"くだらない"	"worthless"
"くっきり"	"boldly"
"くっきり"	"clearly"
"くっきり"	"distinctly"
"くつろげる"	"ease"
"くつろげる"	"loose"
"くつろげる"	"relax"
"くみ取る"	"understand"
"くらい"	"about"
"くらい"	"approximately"
"くらい"	"around"
"くらい"	"at least"
"くらい"	"at" "least"
"くらい"	"gloomy"
"くらい"	"like"
"くらい"	"obscure"
"くらい"	"or so"
"くらい"	"or" "so"
"くらう"	"drink"
"くらう"	"eat"
"くらう"	"receive"
"くらくら"	"dizziness"
"くらぶ"	"club"
"くらべる"	"compare"
"くらべる"	"compete"
"くらます"	"abscond"
"くらます"	"deceive"
"くらます"	"fool"
"くりかえす"	"repeat"
"くり返し"	"cycle"
"くり返し"	"repeatedly"
"くり返し"	"repetition"
"くるぶし"	"ankle"
"くるみ"	"walnut"
"くるり" "棒"	"flail"
"くれる"	"contrary"
"くれる"	"give"
"くれる"	"given"
"くれる"	"rebellious"
"くわしい"	"accurate"
"くわしい"	"detailed"
"くわしい"	"full"
"ぐうぐう"	"fast"
"ぐうする"	"entertain"
"ぐうする"	"treat"
"ぐうたら"	"idler"
"ぐさりと"	"deeply"
"ぐしゃぐしゃ"	"mushy"
"ぐしゃぐしゃ"	"soggy"
"ぐしょぐしょ"	"sopping"
"ぐする"	"accompany"
"ぐする"	"assemble"
"ぐする"	"follow"
"ぐする"	"prepare"
"ぐずる"	"grumble"
"ぐずる"	"unsettled"
"ぐたぐた"	"exhausted"
"ぐたぐた"	"tired"
"ぐちゃぐちゃ"	"pulpy"
"ぐちゃぐちゃ"	"sloppy"
"ぐったり"	"limp"
"ぐったり"	"senseless"
"ぐっと"	"fast"
"ぐっと"	"firmly"
"ぐっと"	"more"
"ぐっと"	"much"
"ぐにゃぐにゃ"	"flexible"
"ぐにゃぐにゃ"	"limp"
"ぐにゃぐにゃ"	"soft"
"ぐらい"	"about"
"ぐらい"	"approximately"
"ぐらい"	"around"
"ぐらい"	"at least"
"ぐらい"	"at" "least"
"ぐらい"	"like"
"ぐらい"	"or so"
"ぐらい"	"or" "so"
"ぐらつく"	"reel"
"ぐらつく"	"shake"
"ぐらつく"	"unsteady"
"ぐるみ"	"with"
"ぐるり"	"circumference"
"ぐんぐん"	"steadily"
"ぐんと"	"noticeably"
"ぐんと"	"remarkably"
"けい" "線"	"rule"
"けがす"	"contaminate"
"けがす"	"defile"
"けがす"	"disgrace"
"けがす"	"dishonor"
"けがす"	"dishonour"
"けがす"	"pollute"
"けがす"	"soil"
"けがす"	"stain"
"けじめ"	"distinction"
"けずる"	"comb"
"けずる"	"curtail"
"けずる"	"delete"
"けずる"	"erase"
"けずる"	"pare"
"けずる"	"plane"
"けずる"	"reduce"
"けずる"	"remove"
"けずる"	"sharpen"
"けずる"	"shave"
"けた" "上げる"	"carry"
"けた" "上り"	"carry"
"けた" "移動"	"shift"
"けたたましい"	"loud"
"けたたましい"	"noisy"
"けたたましい"	"shrill"
"けたたましい"	"wild"
"けだるい"	"listless"
"けち"	"cheap"
"けち"	"glitch"
"けち"	"petty"
"けち"	"poor"
"けち"	"shabby"
"けち" "臭い"	"mean"
"けど"	"although"
"けど"	"but"
"けど"	"however"
"けども"	"although"
"けども"	"but"
"けども"	"however"
"けり"	"conclusion"
"けり"	"end"
"けれど"	"although"
"けれど"	"but"
"けれど"	"however"
"けれども"	"although"
"けれども"	"but"
"けれども"	"however"
"けんか"	"suspension"
"けんじる"	"dedicate"
"けんじる"	"offer"
"けんじる"	"present"
"けんもほろろ"	"blunt"
"けんもほろろ"	"curt"
"けん引"	"drag"
"けん引"	"pull"
"けん引"	"tow"
"けん盤"	"keyboard"
"げっぷ"	"belch"
"げっ歯動物"	"rodent"
"げっ歯類"	"rodent"
"げんか"	"promptly"
"げんき"	"standard"
"げんき"	"vanity"
"げんなり"	"wearily"
"こう" "言う"	"such"
"こうかつ"	"sly"
"こうかつ"	"spacious"
"こうき"	"fragrance"
"こうき"	"intimation"
"こうき"	"rise"
"こうじる"	"develop"
"こおり"	"ice"
"こおる"	"congeal"
"こおる"	"freeze"
"こきおろす"	"abuse"
"こきおろす"	"denounce"
"こきおろす"	"disparage"
"こぎつける"	"attain"
"こぎつける"	"reach"
"こける"	"break down"
"こける"	"break" "down"
"こける"	"collapse"
"こける"	"die"
"こける"	"drop"
"こける"	"fall"
"こける"	"thin"
"ここちよい"	"comfortable"
"ここちよい"	"pleasant"
"こざっぱり"	"neat"
"こざっぱり"	"tidy"
"こざっぱり"	"trim"
"こしょう"	"page"
"こしらえる"	"make"
"こしらえる"	"manufacture"
"こじつけ"	"stretch"
"こじつけ"	"technicality"
"こじつける"	"distort"
"こじつける"	"force"
"こじつける"	"strain"
"こじれる"	"screw"
"こじれる"	"twist"
"こじれる"	"wrench"
"こじ開ける"	"pick"
"こする"	"beat"
"こせこせ"	"fussy"
"こそ"	"for sure"
"こそ"	"for" "sure"
"こだま"	"echo"
"こだわり"	"determination"
"こだわり"	"obsession"
"こちこち"	"dry"
"こちこち"	"hard"
"こぢんまり"	"cosily"
"こぢんまり"	"neatly"
"こぢんまり"	"snugly"
"こっくり"	"suddenly"
"こっそり"	"secretly"
"こっそり"	"stealthily"
"こってり"	"heavily"
"こってり"	"richly"
"こってり"	"severely"
"こってり"	"strongly"
"こってり"	"thickly"
"こっぴどい"	"bad"
"こっぴどい"	"harsh"
"こっぴどい"	"severe"
"こつこつ"	"laboriously"
"こつこつ"	"steadily"
"こづく"	"poke"
"こづく"	"push"
"こてこて"	"heavily"
"こてこて"	"richly"
"こてこて"	"thickly"
"ことごとく"	"altogether"
"ことごとく"	"always"
"ことごとく"	"entirely"
"ことごとく"	"frequently"
"ことば"	"compliment"
"ことば" "典"	"dictionary"
"ことわり"	"consent"
"ことわり"	"declination"
"ことわり"	"declining"
"ことわり"	"excuse"
"ことわり"	"justice"
"ことわり"	"notice"
"ことわり"	"notification"
"ことわり"	"permission"
"ことわり"	"plea"
"ことわり"	"reason"
"ことわり"	"refusal"
"ことわり"	"rejection"
"ことわり"	"truth"
"ことわり"	"warning"
"ことわる"	"decline"
"ことわる"	"dismiss"
"ことわる"	"inform"
"ことわる"	"refuse"
"ことわる"	"reject"
"こね回す"	"complicate"
"こね回す"	"mix"
"この" "上"	"besides"
"この" "上"	"further"
"この" "上"	"moreover"
"この" "前"	"last"
"この" "前"	"lately"
"この" "前"	"previous"
"この" "前"	"recently"
"この" "外"	"besides"
"この" "外"	"moreover"
"この" "所"	"lately"
"この" "所"	"recently"
"この" "方"	"since"
"この" "期"	"now"
"この" "次"	"next"
"この" "結果"	"consequently"
"このほど"	"lately"
"このほど"	"now"
"このほど"	"recently"
"この上ない"	"peerless"
"この上ない"	"the best"
"この上ない"	"the most"
"この上ない"	"the" "best"
"この上ない"	"the" "most"
"この度"	"now"
"この間"	"lately"
"この間"	"meanwhile"
"この間"	"recently"
"この際"	"now"
"この頃"	"nowadays"
"この頃"	"recently"
"こぶし"	"Kenya"
"こぶし"	"kenya"
"こぼす"	"grumble"
"こぼす"	"spill"
"こぼれる"	"escape"
"こぼれる"	"overflow"
"こぼれる"	"spill"
"こぼれ落ちる"	"scatter"
"こまやか"	"friendly"
"こまやか"	"tender"
"こもごも"	"alternately"
"こもる"	"disappear"
"こもる"	"heavy"
"こもる"	"hide"
"こもる"	"stuffy"
"こよない"	"best"
"こよない"	"perfect"
"こよない"	"superb"
"こらす"	"discipline"
"こらす"	"punish"
"これ"	"hey"
"これ"	"yo"
"これ" "等"	"these"
"ころ"	"roller"
"ころ"	"runner"
"ころり"	"easily"
"ころり"	"suddenly"
"ころり"	"utterly"
"こわす"	"break"
"こわす"	"crush"
"こわす"	"damage"
"こわす"	"demolish"
"こわす"	"destroy"
"こわす"	"ruin"
"こわす"	"spoil"
"こわす"	"wreck"
"こわれる"	"break"
"こんなに"	"so"
"こんもり"	"densely"
"こんもり"	"thickly"
"ご" "了承"	"acknowledgement"
"ご" "了承"	"understanding"
"ご" "令嬢"	"daughter"
"ご" "協力"	"collaboration"
"ご" "協力"	"cooperation"
"ご" "座る"	"be"
"ご" "影"	"image"
"ご" "挨拶"	"greeting"
"ご" "方便"	"availability"
"ご" "方便"	"convenience"
"ご" "方便"	"suitability"
